,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
5648,KK NAGAR,2219,3,2,5,Yes,7474,House,NoSeWa,Gravel,RL,12382360
5649,KARAPAKKAM,843,1,1,2,No,8495,Others,NoSeWa,Gravel,A,5016625
5650,T NAGAR,1779,1,1,4,No,11790,Others,ELO,No Access,RM,13081220
5651,KARAPAKKAM,543,1,1,2,No,8105,Commercial,AllPub,No Access,A,4521500
5652,KK NAGAR,2215,3,2,5,No,6789,Commercial,AllPub,Gravel,RL,17812120
5653,KARAPAKKAM,551,1,1,2,Yes,18531,Commercial,AllPub,Paved,A,5162250
5654,KARAPAKKAM,692,1,1,2,Yes,16540,House,NoSeWa,Paved,C,4485750
5655,KK NAGAR,2432,4,2,6,Yes,13850,Others,AllPub,Gravel,RH,13849520
5656,CHROMPET,892,1,1,3,No,17188,Commercial,NoSeWa,Gravel,RH,10753200
5657,KK NAGAR,1734,2,1,4,Yes,13176,Commercial,NoSeWa,Paved,RM,15722880
5658,ADYAR,944,1,1,3,No,14438,Others,AllPub,No Access,I,7028960
5659,VELACHERY,1924,3,2,5,Yes,14083,House,NoSeWa,Paved,RL,11095900
5660,ANNA NAGAR,1688,1,1,4,No,18904,House,NoSeWa,Paved,RH,10560230
5661,KK NAGAR,1721,2,1,4,No,7350,Others,AllPub,Gravel,RL,10728800
5662,CHROMPET,745,1,1,2,Yes,17022,Commercial,NoSeWa,Gravel,RH,10609450
5663,KARAPAKKAM,1590,2,2,4,Yes,15485,Commercial,AllPub,Paved,C,11415250
5664,KK NAGAR,1719,2,1,4,Yes,8913,Commercial,NoSeWa,Paved,RM,15598600
5665,CHROMPET,838,1,1,3,Yes,7438,House,NoSeWa,Paved,RH,7812900
5666,KK NAGAR,1941,3,2,5,No,6869,Others,NoSeWa,Gravel,RM,12045160
5667,CHROMPET,1215,2,1,4,No,6892,Others,AllPub,Paved,RM,10569900
5668,KARAPAKKAM,926,1,1,3,Yes,9680,House,NoSeWa,Paved,A,5561250
5669,ANNA NAGAR,1609,1,1,4,No,6198,Others,AllPub,No Access,RH,11671660
5670,CHROMPET,1226,2,1,4,Yes,7322,Others,ELO,Paved,RH,10133720
5671,KK NAGAR,1478,2,1,4,No,14005,House,NoSeWa,Gravel,RM,10119880
5672,CHROMPET,1041,1,1,3,Yes,7077,Commercial,AllPub,Paved,RM,13933850
5673,KARAPAKKAM,1420,2,2,4,No,22764,Others,AllPub,Gravel,RH,8222000
5674,ANNA NAGAR,1933,2,1,5,No,14976,Commercial,AllPub,Gravel,RM,22593290
5675,CHROMPET,1093,1,1,3,No,9920,Others,NoSeWa,Paved,RM,9652510
5676,VELACHERY,1683,2,1,4,No,16297,Others,ELO,Paved,I,8581000
5677,ADYAR,1165,1,1,3,Yes,12819,House,ELO,Paved,A,7605945
5678,CHROMPET,1083,1,1,3,No,19196,Commercial,NoSeWa,Paved,RM,13129250
5679,KK NAGAR,2004,3,2,5,No,10116,House,AllPub,Paved,RL,10047540
5680,CHROMPET,1102,1,1,3,Yes,16080,House,ELO,Paved,RL,8911850
5681,VELACHERY,1565,2,1,4,Yes,19931,Commercial,AllPub,Gravel,I,13874910
5682,T NAGAR,1938,2,1,5,No,9718,House,NoSeWa,No Access,RL,12798530
5683,VELACHERY,1615,2,1,4,No,7542,House,ELO,Gravel,RH,9003860
5684,KARAPAKKAM,746,1,1,2,Yes,17764,Commercial,AllPub,Paved,RM,9029500
5685,CHROMPET,824,1,1,3,Yes,8292,Commercial,NoSeWa,No Access,RL,11570100
5686,KK NAGAR,2432,4,2,6,Yes,9899,Others,NoSeWa,Gravel,RL,13902360
5687,KARAPAKKAM,645,1,1,2,No,16941,Commercial,NoSeWa,Gravel,RL,7575500
5688,VELACHERY,1850,3,2,5,Yes,12522,Others,NoSeWa,No Access,C,9150230
5689,KK NAGAR,1985,3,2,5,No,11801,House,NoSeWa,Gravel,RH,9893420
5690,KARAPAKKAM,1031,1,1,3,Yes,8986,House,ELO,Gravel,I,7121000
5691,VELACHERY,1604,2,1,4,No,15504,House,NoSeWa,Paved,A,6334300
5692,ADYAR,640,1,1,2,Yes,16510,Commercial,ELO,No Access,I,8739135
5693,ANNA NAGAR,1666,1,1,4,Yes,9977,Others,ELO,No Access,RL,13390780
5694,KARAPAKKAM,770,1,1,2,Yes,22023,Commercial,NoSeWa,Paved,C,6386750
5695,T NAGAR,1815,2,1,5,Yes,8629,Commercial,NoSeWa,Paved,RL,21165570
5696,KK NAGAR,2203,3,2,5,Yes,13338,Commercial,AllPub,Paved,RL,18055240
5697,KARAPAKKAM,1194,1,1,3,No,17001,House,NoSeWa,Gravel,RH,6501500
5698,VELACHERY,1832,3,2,5,No,8557,Others,AllPub,Gravel,RM,12583340
5699,KARAPAKKAM,639,1,1,2,No,14477,Commercial,NoSeWa,Gravel,RH,7112250
5700,ANNA NAGAR,1638,1,1,4,No,12152,House,NoSeWa,No Access,RL,10983530
5701,VELACHERY,1800,2,1,4,No,15026,Commercial,ELO,Gravel,RM,15728210
5702,KARAPAKKAM,909,1,1,3,Yes,10091,Commercial,AllPub,Paved,RM,10578000
5703,KARAPAKKAM,1184,1,1,3,Yes,17324,House,AllPub,Gravel,RL,8425000
5704,VELACHERY,1803,3,2,5,Yes,17426,House,NoSeWa,Gravel,RL,11541320
5705,CHROMPET,713,1,1,2,No,13146,House,NoSeWa,Gravel,RM,7865000
5706,VELACHERY,1624,2,1,4,Yes,12914,House,AllPub,No Access,A,7269300
5707,ADYAR,1077,1,1,3,Yes,15045,Others,AllPub,Gravel,I,9801720
5708,KK NAGAR,1729,2,1,4,No,15023,House,NoSeWa,Gravel,RH,8896740
5709,CHROMPET,1065,1,1,3,No,9488,Commercial,NoSeWa,Gravel,RH,12311250
5710,ANNA NAGAR,1671,1,1,4,Yes,12892,House,NoSeWa,No Access,RL,12256520
5711,KARAPAKKAM,510,1,1,2,Yes,20365,Others,NoSeWa,Paved,RM,6583500
5712,ADYAR,1181,1,1,3,No,13307,House,AllPub,No Access,RH,8557760
5713,CHROMPET,758,1,1,2,No,8963,Commercial,NoSeWa,Paved,RH,9440800
5714,KK NAGAR,2156,3,2,5,Yes,9974,Others,NoSeWa,Paved,RL,12558620
5715,KK NAGAR,2004,3,2,5,Yes,14341,House,NoSeWa,Paved,RM,12074700
5716,CHROMPET,1067,1,1,3,Yes,14181,House,ELO,Paved,RH,8299100
5717,CHROMPET,1085,1,1,3,No,11622,House,AllPub,Paved,RL,8434850
5718,ADYAR,1064,1,1,3,No,8221,Commercial,NoSeWa,Gravel,RM,14038465
5719,CHROMPET,739,1,1,2,No,13860,Commercial,AllPub,No Access,RM,9729650
5720,ANNA NAGAR,1829,2,1,5,Yes,13591,House,NoSeWa,Paved,RH,12627130
5721,T NAGAR,1637,1,1,4,Yes,20200,House,NoSeWa,No Access,RM,11905180
5722,ADYAR,763,1,1,2,No,17659,Others,NoSeWa,Gravel,RL,8182525
5723,ADYAR,1138,1,1,3,No,12449,House,NoSeWa,Paved,I,7704145
5724,ANNA NAGAR,1724,1,1,4,Yes,13287,House,NoSeWa,Gravel,RL,12952940
5725,CHROMPET,1017,1,1,3,Yes,9997,Others,NoSeWa,No Access,RL,9255790
5726,KARAPAKKAM,732,1,1,2,No,22752,Others,ELO,Paved,C,3974000
5727,VELACHERY,1926,3,2,5,No,21565,Others,ELO,Paved,I,9477620
5728,CHROMPET,958,1,1,3,No,12556,Others,NoSeWa,Gravel,RL,9318660
5729,VELACHERY,1938,3,2,5,No,20200,Others,AllPub,No Access,C,8328830
5730,KARAPAKKAM,1362,2,2,4,No,18693,Others,ELO,Paved,RM,8358250
5731,VELACHERY,1627,2,1,4,No,11060,Others,AllPub,No Access,I,8748900
5732,KARAPAKKAM,737,1,1,2,No,17071,House,NoSeWa,Gravel,RL,6030000
5733,CHROMPET,726,1,1,2,No,12770,Commercial,AllPub,Gravel,RM,11227800
5734,KK NAGAR,2189,3,2,5,Yes,10189,House,NoSeWa,Paved,RH,11132540
5735,ADYAR,890,1,1,3,Yes,15548,Commercial,NoSeWa,No Access,RH,11045865
5736,CHROMPET,810,1,1,3,No,7325,House,NoSeWa,No Access,RM,7561350
5737,KARAPAKKAM,1592,2,2,4,Yes,7308,House,NoSeWa,No Access,A,6433250
5738,ADYAR,1245,2,2,4,No,8006,Others,ELO,Paved,A,8352235
5739,KK NAGAR,1479,2,1,4,No,12742,Commercial,NoSeWa,Gravel,RL,13025840
5740,CHROMPET,1259,2,1,4,Yes,16108,Others,NoSeWa,Gravel,RM,12017530
5741,KK NAGAR,2042,3,2,5,Yes,10195,Others,AllPub,Paved,RL,12386540
5742,KARAPAKKAM,663,1,1,2,Yes,14576,Commercial,AllPub,Gravel,RM,9938250
5743,KK NAGAR,2439,4,2,6,Yes,7451,Others,AllPub,Paved,RL,13774720
5744,T NAGAR,1888,2,1,5,Yes,20319,Others,ELO,No Access,RM,14042030
5745,KARAPAKKAM,1655,2,2,4,Yes,13343,Commercial,AllPub,No Access,I,11697500
5746,ADYAR,1197,1,1,3,Yes,16122,Others,NoSeWa,No Access,A,8116035
5747,ADYAR,966,1,1,3,Yes,6544,Commercial,NoSeWa,No Access,RL,12584475
5748,KARAPAKKAM,807,1,1,2,No,16418,Others,NoSeWa,No Access,C,3953125
5749,CHROMPET,862,1,1,3,Yes,8698,Commercial,NoSeWa,Paved,RL,11637200
5750,VELACHERY,1625,2,1,4,No,10343,Commercial,AllPub,No Access,RL,14013210
5751,CHROMPET,1143,1,1,3,No,13187,Commercial,AllPub,Paved,RH,12525300
5752,CHROMPET,967,1,1,3,Yes,9804,Commercial,ELO,Gravel,RM,14064400
5753,CHROMPET,1168,1,1,3,Yes,17701,Commercial,ELO,Paved,RH,13063900
5754,VELACHERY,1744,2,1,4,No,8255,Commercial,NoSeWa,No Access,RM,15120240
5755,VELACHERY,1966,3,2,5,No,9183,Others,AllPub,Gravel,RH,11354230
5756,VELACHERY,1722,2,1,4,Yes,11173,Others,NoSeWa,No Access,RL,10728940
5757,VELACHERY,1541,2,1,4,Yes,25804,Others,AllPub,Paved,A,7851840
5758,KK NAGAR,1409,2,1,4,No,13304,House,NoSeWa,Paved,RL,8545660
5759,KK NAGAR,1936,3,2,5,Yes,9100,Commercial,AllPub,Paved,RL,16549820
5760,KK NAGAR,2474,4,2,6,No,9128,Others,NoSeWa,Gravel,RL,12913500
5761,CHROMPET,1217,2,1,4,No,19296,House,NoSeWa,Paved,RL,8829350
5762,CHROMPET,1057,1,1,3,Yes,14335,Commercial,NoSeWa,Gravel,RL,13875150
5763,CHROMPET,955,1,1,3,No,13656,Commercial,ELO,Gravel,RM,12610500
5764,T NAGAR,1608,1,1,4,Yes,17269,Commercial,NoSeWa,No Access,RM,19359180
5765,CHROMPET,1010,1,1,3,No,19400,House,AllPub,No Access,RL,7368100
5766,CHROMPET,1170,1,1,3,No,15811,Commercial,NoSeWa,Gravel,RM,14029100
5767,KARAPAKKAM,982,1,1,3,Yes,20833,Others,NoSeWa,Paved,A,5028250
5768,KARAPAKKAM,763,1,1,2,No,14568,House,NoSeWa,Paved,RM,6321500
5769,ADYAR,778,1,1,2,No,17623,House,ELO,Paved,I,5856595
5770,KARAPAKKAM,1502,2,2,4,Yes,11351,House,NoSeWa,Paved,I,7825250
5771,ADYAR,1110,1,1,3,Yes,9122,Others,NoSeWa,No Access,RM,10708380
5772,CHROMPET,759,1,1,2,No,16201,Others,AllPub,No Access,RM,7372180
5773,ANNA NAGAR,1789,1,1,4,Yes,16161,Commercial,NoSeWa,Gravel,RM,21512830
5774,VELACHERY,1884,3,2,5,Yes,12402,Commercial,ELO,No Access,RL,15533370
5775,CHROMPET,1181,1,1,3,Yes,7696,Others,ELO,Gravel,RL,11371920
5776,KK NAGAR,1567,2,1,4,No,8493,Others,NoSeWa,Gravel,RM,10388980
5777,KARAPAKKAM,686,1,1,2,No,17795,House,NoSeWa,No Access,RL,4762750
5778,VELACHERY,1630,2,1,4,No,13603,Others,AllPub,No Access,RH,8689410
5779,KK NAGAR,1503,2,1,4,Yes,8844,House,NoSeWa,Gravel,RM,10790620
5780,VELACHERY,1754,2,1,4,Yes,13247,Others,AllPub,Paved,RL,11481960
5781,KARAPAKKAM,1299,1,1,3,No,22096,Commercial,ELO,Paved,C,8259750
5782,CHROMPET,983,1,1,3,Yes,14445,Others,AllPub,No Access,RL,9346410
5783,T NAGAR,1708,1,1,4,Yes,16405,Commercial,ELO,Gravel,RM,20841430
5784,CHROMPET,1230,2,1,4,Yes,12215,Commercial,NoSeWa,Gravel,RL,15118500
5785,VELACHERY,1760,2,1,4,Yes,6423,Commercial,ELO,Gravel,C,15202400
5786,CHROMPET,1180,1,1,3,Yes,18643,House,NoSeWa,Paved,RH,8628250
5787,T NAGAR,1915,2,1,5,Yes,18990,Others,NoSeWa,Paved,RM,15486610
5788,KARAPAKKAM,1533,2,2,4,No,22078,Commercial,NoSeWa,No Access,RM,11377000
5789,KARAPAKKAM,534,1,1,2,No,15134,Others,AllPub,Gravel,RH,5378000
5790,KK NAGAR,1404,2,1,4,Yes,13013,House,AllPub,Gravel,RM,10334640
5791,CHROMPET,949,1,1,3,Yes,10328,House,ELO,No Access,RH,7774950
5792,VELACHERY,1876,3,2,5,No,10428,House,NoSeWa,No Access,RL,9235150
5793,CHROMPET,753,1,1,2,Yes,19765,House,AllPub,Gravel,RM,9266600
5794,CHROMPET,993,1,1,3,Yes,11094,House,NoSeWa,No Access,RM,9404600
5795,KARAPAKKAM,1257,1,1,3,No,7165,House,AllPub,Gravel,I,6771500
5796,CHROMPET,1280,2,1,4,Yes,14575,Commercial,NoSeWa,Paved,RM,15311500
5797,KK NAGAR,1337,2,1,4,Yes,9710,House,AllPub,Gravel,RH,9389920
5798,KK NAGAR,2325,4,2,6,No,12607,House,AllPub,Paved,RM,11948440
5799,VELACHERY,1946,3,2,5,Yes,12906,Others,NoSeWa,No Access,RM,12129270
5800,ANNA NAGAR,1719,1,1,4,Yes,21290,House,NoSeWa,Paved,RH,11681650
5801,VELACHERY,1636,2,1,4,Yes,18158,Commercial,NoSeWa,Gravel,RL,15224290
5802,CHROMPET,1264,2,1,4,Yes,13966,Commercial,AllPub,Paved,RL,15490850
5803,KARAPAKKAM,780,1,1,2,Yes,14950,Commercial,NoSeWa,Paved,I,7608500
5804,KK NAGAR,2178,3,2,5,No,15893,Commercial,AllPub,Paved,RM,17268380
5805,KARAPAKKAM,1232,1,1,3,Yes,13287,Others,NoSeWa,No Access,RH,7500750
5806,KARAPAKKAM,762,1,1,2,No,12590,House,NoSeWa,No Access,C,3608250
5807,T NAGAR,1934,2,1,5,Yes,7601,House,NoSeWa,Paved,RL,14019480
5808,ADYAR,978,1,1,3,No,14648,Commercial,NoSeWa,Paved,A,10283690
5809,KK NAGAR,2248,4,2,6,No,13045,House,NoSeWa,Gravel,RH,11109840
5810,ANNA NAGAR,1991,2,1,5,No,9747,Commercial,ELO,Paved,RH,21350340
5811,KARAPAKKAM,573,1,1,2,Yes,16258,House,AllPub,No Access,RL,5582500
5812,KK NAGAR,2496,4,2,6,Yes,14755,Commercial,AllPub,Gravel,RL,20231160
5813,KK NAGAR,1931,3,2,5,No,10689,Others,NoSeWa,Gravel,RH,10770140
5814,KARAPAKKAM,652,1,1,2,No,6066,House,NoSeWa,Gravel,C,4664500
5815,CHROMPET,770,1,1,2,Yes,9572,House,NoSeWa,Paved,RL,8086750
5816,KARAPAKKAM,1323,1,1,3,No,15359,Commercial,AllPub,Paved,RH,10049250
5817,KK NAGAR,2180,3,2,5,No,14725,Others,NoSeWa,Paved,RL,11237140
5818,KK NAGAR,2458,4,2,6,No,14645,Commercial,NoSeWa,Paved,RL,18763360
5819,VELACHERY,1684,2,1,4,Yes,11197,House,ELO,Gravel,I,10088120
5820,ANNA NAGAR,1556,1,1,4,No,4697,Commercial,AllPub,No Access,RM,18286600
5821,KARAPAKKAM,526,1,1,2,Yes,8709,Commercial,NoSeWa,No Access,RL,6956750
5822,CHROMPET,714,1,1,2,Yes,18869,Commercial,ELO,No Access,RM,10312400
5823,KARAPAKKAM,748,1,1,2,No,16896,Commercial,NoSeWa,No Access,I,5699500
5824,ADYAR,635,1,1,2,No,19353,Commercial,NoSeWa,No Access,A,6036800
5825,CHROMPET,1137,1,1,3,Yes,11111,Others,ELO,Paved,RL,10145540
5826,KARAPAKKAM,1132,1,1,3,Yes,10536,House,NoSeWa,No Access,RL,7387000
5827,ANNA NAGAR,1804,2,1,5,Yes,11024,Others,ELO,No Access,RH,13073340
5828,KK NAGAR,2327,4,2,6,No,10567,House,AllPub,Paved,RL,11494940
5829,KK NAGAR,1966,3,2,5,Yes,11545,Others,NoSeWa,Gravel,RL,12383920
5830,KARAPAKKAM,552,1,1,2,No,11859,Commercial,ELO,Paved,RL,6624750
5831,KK NAGAR,1862,3,2,5,No,11156,Commercial,NoSeWa,Gravel,RH,15087520
5832,VELACHERY,1640,2,1,4,Yes,18904,House,ELO,Paved,RM,10295890
5833,CHROMPET,1232,2,1,4,Yes,8609,Commercial,AllPub,No Access,RM,15414900
5834,CHROMPET,799,1,1,2,Yes,16425,Others,NoSeWa,Gravel,RH,8172980
5835,KARAPAKKAM,1114,1,1,3,No,13736,Others,NoSeWa,Paved,C,5360500
5836,KARAPAKKAM,1444,2,2,4,No,16847,House,AllPub,Paved,I,6613250
5837,KK NAGAR,2369,4,2,6,Yes,8424,House,NoSeWa,Gravel,RL,13250400
5838,KARAPAKKAM,1642,2,2,4,No,18814,Commercial,NoSeWa,Paved,RM,12829750
5839,CHROMPET,771,1,1,2,No,7368,Commercial,NoSeWa,Gravel,RL,10724600
5840,VELACHERY,1595,2,1,4,Yes,8909,House,AllPub,Gravel,C,9524080
5841,T NAGAR,1766,1,1,4,Yes,17357,Commercial,ELO,No Access,RM,20283340
5842,VELACHERY,1692,2,1,4,Yes,15002,Others,ELO,Gravel,C,9427130
5843,T NAGAR,1827,2,1,5,Yes,17707,Commercial,NoSeWa,Paved,RL,21340820
5844,CHROMPET,1256,2,1,4,No,9145,House,ELO,Paved,RH,8547800
5845,VELACHERY,1892,3,2,5,No,20778,House,NoSeWa,Gravel,RL,10412770
5846,T NAGAR,1541,1,1,4,Yes,15272,Commercial,NoSeWa,Paved,RL,18197010
5847,ADYAR,798,1,1,2,No,15183,Others,ELO,Paved,I,6350490
5848,VELACHERY,1845,3,2,5,Yes,24362,Others,AllPub,Gravel,C,10104040
5849,ANNA NAGAR,1519,1,1,4,No,17350,Others,NoSeWa,Gravel,RL,12336310
5850,ADYAR,950,1,1,3,Yes,8535,House,ELO,Gravel,RM,10978335
5851,KARAPAKKAM,910,1,1,3,No,6093,House,NoSeWa,Paved,RL,6721750
5852,KARAPAKKAM,828,1,1,2,No,12681,Others,AllPub,No Access,RM,7031000
5853,ANNA NAGAR,1551,1,1,4,No,15089,House,NoSeWa,Gravel,RM,11925160
5854,CHROMPET,831,1,1,3,Yes,9258,Others,AllPub,Paved,RM,9732220
5855,CHROMPET,1196,1,1,3,No,9049,Commercial,NoSeWa,Paved,RH,12787100
5856,KARAPAKKAM,1589,2,2,4,No,19344,House,NoSeWa,Gravel,I,7242250
5857,ANNA NAGAR,1874,2,1,5,Yes,14391,House,AllPub,Gravel,RL,14635980
5858,T NAGAR,1867,2,1,5,Yes,17570,Commercial,NoSeWa,No Access,RL,20581260
5859,T NAGAR,1909,2,1,5,Yes,10238,Commercial,AllPub,No Access,RH,20600300
5860,ADYAR,672,1,1,2,No,12270,Others,NoSeWa,No Access,A,4456285
5861,ANNA NAGAR,1997,2,1,5,No,11674,Commercial,NoSeWa,Gravel,RL,21744380
5862,ANNA NAGAR,1700,1,1,4,No,11832,Others,NoSeWa,Gravel,RL,13342960
5863,KK NAGAR,1934,3,2,5,Yes,12409,Commercial,AllPub,Paved,RH,16063820
5864,ANNA NAGAR,1716,1,1,4,No,6537,Commercial,AllPub,Gravel,RH,19151250
5865,CHROMPET,736,1,1,2,No,16223,Commercial,AllPub,No Access,RH,8817800
5866,VELACHERY,1505,2,1,4,No,18492,Others,AllPub,Paved,I,8239330
5867,ADYAR,689,1,1,2,Yes,6256,Others,ELO,Paved,C,6946275
5868,CHROMPET,862,1,1,3,No,17172,Others,NoSeWa,No Access,RL,7215190
5869,KARAPAKKAM,1320,1,1,3,Yes,14597,Others,NoSeWa,No Access,RH,7774000
5870,KK NAGAR,2300,4,2,6,No,10325,Others,AllPub,Gravel,RH,12369320
5871,VELACHERY,1697,2,1,4,No,18862,Others,ELO,Gravel,C,8632400
5872,KK NAGAR,2178,3,2,5,No,8439,House,NoSeWa,Gravel,RL,10917620
5873,CHROMPET,1229,2,1,4,No,7473,House,NoSeWa,Gravel,RL,10107150
5874,T NAGAR,1549,1,1,4,No,20664,Commercial,ELO,Paved,RH,16686780
5875,VELACHERY,1911,3,2,5,No,7528,House,NoSeWa,Paved,A,8051490
5876,ANNA NAGAR,1654,1,1,4,No,18971,Others,ELO,Paved,RM,12493450
5877,CHROMPET,1224,2,1,4,No,11285,House,NoSeWa,Paved,RM,9598800
5878,KARAPAKKAM,927,1,1,3,No,13238,Commercial,NoSeWa,No Access,A,5644750
5879,CHROMPET,1166,1,1,3,No,9768,Commercial,AllPub,Gravel,RM,14849300
5880,ADYAR,900,1,1,3,Yes,10148,House,NoSeWa,Paved,RL,9789995
5881,T NAGAR,1924,2,1,5,No,5459,Others,ELO,Paved,RH,13708870
5882,VELACHERY,1527,2,1,4,No,11762,Commercial,NoSeWa,Paved,C,11709470
5883,VELACHERY,1773,2,1,4,No,11123,House,ELO,Paved,C,7840470
5884,KK NAGAR,2187,3,2,5,Yes,11411,Commercial,NoSeWa,Gravel,RH,17735560
5885,VELACHERY,1574,2,1,4,Yes,23668,Commercial,AllPub,Paved,RH,13737660
5886,KK NAGAR,2235,4,2,6,Yes,8574,Commercial,NoSeWa,Paved,RL,18257260
5887,CHROMPET,776,1,1,2,Yes,10999,Commercial,AllPub,Gravel,RL,11711950
5888,ADYAR,1030,1,1,3,Yes,14122,Commercial,NoSeWa,Paved,RL,13840875
5889,CHROMPET,791,1,1,2,Yes,6982,Others,ELO,No Access,RM,8747420
5890,ANNA NAGAR,1600,1,1,4,No,17083,Commercial,NoSeWa,Paved,RL,18127850
5891,CHROMPET,1270,2,1,4,No,10767,House,NoSeWa,Paved,RH,8572850
5892,CHROMPET,1150,1,1,3,No,11062,Others,NoSeWa,Paved,RH,8882750
5893,KK NAGAR,2369,4,2,6,Yes,14812,Commercial,NoSeWa,Paved,RM,19436960
5894,ANNA NAGAR,1814,2,1,5,Yes,13858,Commercial,AllPub,No Access,RL,20421310
5895,T NAGAR,1925,2,1,5,No,10068,Commercial,ELO,Gravel,RM,22499550
5896,KARAPAKKAM,1217,1,1,3,Yes,6650,House,NoSeWa,No Access,A,5710250
5897,ANNA NAGAR,1668,1,1,4,No,10819,House,ELO,Paved,RH,10839370
5898,VELACHERY,1668,2,1,4,Yes,24826,Others,AllPub,Gravel,RH,10249920
5899,KARAPAKKAM,1435,2,2,4,Yes,18475,Commercial,NoSeWa,Paved,I,10813000
5900,ADYAR,762,1,1,2,No,17080,Others,ELO,Paved,RH,7283940
5901,VELACHERY,1816,3,2,5,No,13609,Others,NoSeWa,Paved,I,9423970
5902,CHROMPET,1255,2,1,4,No,16388,House,ELO,Gravel,RM,10222950
5903,KK NAGAR,2011,3,2,5,Yes,15148,Others,AllPub,Gravel,RL,12914980
5904,VELACHERY,1874,3,2,5,Yes,16203,Commercial,AllPub,No Access,C,14057920
5905,VELACHERY,1743,2,1,4,No,12530,Commercial,NoSeWa,Paved,A,12498160
5906,ANNA NAGAR,1545,1,1,4,Yes,11299,Commercial,NoSeWa,No Access,RM,19030440
5907,CHROMPET,782,1,1,2,Yes,7135,Commercial,NoSeWa,Paved,RM,11934800
5908,KARAPAKKAM,1349,2,2,4,Yes,6312,Others,AllPub,Paved,A,7141125
5909,KK NAGAR,2443,4,2,6,No,12000,House,AllPub,Paved,RL,11734800
5910,KK NAGAR,1696,2,1,4,Yes,10442,House,NoSeWa,Paved,RH,9719120
5911,VELACHERY,1727,2,1,4,No,23772,Commercial,NoSeWa,Gravel,C,13281650
5912,CHROMPET,813,1,1,3,Yes,15444,House,ELO,Gravel,RM,9512350
5913,ANNA NAGAR,1998,2,1,5,Yes,5132,Commercial,AllPub,No Access,RL,22401070
5914,KK NAGAR,1961,3,2,5,Yes,9859,Others,NoSeWa,Paved,RM,12616740
5915,KK NAGAR,2298,4,2,6,No,14720,Others,NoSeWa,Paved,RM,12631140
5916,KARAPAKKAM,1544,2,2,4,No,8716,Commercial,AllPub,Gravel,RM,13846250
5917,ANNA NAGAR,1930,2,1,5,No,11501,Commercial,NoSeWa,No Access,RM,20695180
5918,ADYAR,642,1,1,2,Yes,8835,House,NoSeWa,Gravel,RH,8121150
5919,CHROMPET,1066,1,1,3,No,11691,Commercial,AllPub,No Access,RH,11205450
5920,ANNA NAGAR,1673,1,1,4,Yes,19992,Others,ELO,Gravel,RM,14702890
5921,ANNA NAGAR,1829,2,1,5,Yes,15389,House,NoSeWa,No Access,RM,13177330
5922,KARAPAKKAM,616,1,1,2,No,15187,Commercial,ELO,Gravel,RH,6805500
5923,ADYAR,713,1,1,2,No,19494,Others,NoSeWa,Gravel,I,7148255
5924,CHROMPET,838,1,1,3,No,14884,Others,NoSeWa,Gravel,RL,8371810
5925,VELACHERY,1804,3,2,5,Yes,7785,Commercial,AllPub,No Access,I,14524030
5926,ANNA NAGAR,1840,2,1,5,Yes,13936,Others,ELO,No Access,RL,13802880
5927,ADYAR,876,1,1,3,Yes,11263,Others,ELO,No Access,I,7945255
5928,KARAPAKKAM,1213,1,1,3,No,17382,Others,NoSeWa,Paved,RH,6628625
5929,VELACHERY,1541,2,1,4,No,21522,House,AllPub,No Access,A,5574400
5930,KARAPAKKAM,1401,2,2,4,No,19210,House,AllPub,Paved,RL,7900250
5931,VELACHERY,1637,2,1,4,No,13330,Others,NoSeWa,Paved,I,8621960
5932,CHROMPET,1299,2,1,4,Yes,6268,House,NoSeWa,Gravel,RM,11845200
5933,KARAPAKKAM,1160,1,1,3,No,19747,Commercial,NoSeWa,Paved,RL,9516250
5934,CHROMPET,770,1,1,2,Yes,8717,House,NoSeWa,Paved,RM,8558000
5935,KARAPAKKAM,1496,2,2,4,Yes,12025,House,AllPub,Paved,RM,9789500
5936,CHROMPET,911,1,1,3,Yes,10621,Others,ELO,Paved,RH,8383570
5937,T NAGAR,1763,1,1,4,Yes,15788,House,AllPub,Paved,RH,12136090
5938,CHROMPET,858,1,1,3,Yes,11140,Others,ELO,Gravel,RH,8905710
5939,VELACHERY,1943,3,2,5,No,14934,Commercial,ELO,Gravel,I,15165030
5940,VELACHERY,1920,3,2,5,No,25342,Others,NoSeWa,No Access,I,8905640
5941,KARAPAKKAM,672,1,1,2,Yes,11354,House,NoSeWa,No Access,RH,5623500
5942,CHROMPET,912,1,1,3,Yes,8063,Others,NoSeWa,Gravel,RL,9962690
5943,KARAPAKKAM,584,1,1,2,Yes,20795,Commercial,AllPub,No Access,C,5109750
5944,KK NAGAR,2222,4,2,6,Yes,6139,Commercial,AllPub,Gravel,RL,18726320
5945,ANNA NAGAR,1939,2,1,5,Yes,14260,Commercial,ELO,No Access,RL,21198330
5946,KARAPAKKAM,1420,2,2,4,No,6171,Others,NoSeWa,Gravel,C,7132750
5947,ANNA NAGAR,1993,2,1,5,Yes,17703,House,ELO,Paved,RL,13575070
5948,T NAGAR,1818,2,1,5,Yes,13887,House,NoSeWa,No Access,RM,13267610
